colgpa,SAT,athlete,hsize,hsrank,hsperc,female
3.2,900,0,172,14,8.139535,0
3,1280,0,226,26,11.50443,1
2.95,1240,0,162,92,56.79012,0
2.17,1190,0,124,25,20.16129,0
2.57,1000,0,330,178,53.93939,0
2.75,940,0,10,3,30,0
2.54,980,0,247,98,39.67611,0
2.95,1200,0,85,17,20,0
1.9,1060,0,5,3,60,0
2.81,1070,0,361,71,19.66759,0
3.3,990,1,321,27,8.411215,1
2.15,1060,0,181,34,18.78453,0
3.25,1060,0,261,52,19.92337,0
2.89,1270,0,239,48,20.08368,0
3.73,1040,0,207,13,6.280193,1
3.64,1320,0,199,10,5.025126,0
1.95,1060,0,210,47,22.38095,1
2.1,1240,0,10,4,40,0
3,1120,0,174,33,18.96552,0
2.47,920,0,211,60,28.43602,1
2.71,1230,0,314,30,9.55414,1
3.66,1330,0,357,32,8.963586,0
2.08,1130,0,247,123,49.79757,0
2.16,1020,0,215,59,27.44186,0
1.8,1060,0,288,45,15.625,1
2.88,1050,0,282,74,26.24113,0
2.87,1080,0,209,67,32.05742,1
2.61,1010,0,312,69,22.11539,0
3.28,920,1,407,173,42.50614,0
2.12,1030,0,180,26,14.44444,1
3.83,850,0,350,13,3.714286,1
4,1260,0,524,58,11.0687,0
3.02,1030,0,76,8,10.52632,0
3.05,830,0,147,71,48.29932,0
3.76,1430,0,305,2,0.6557377,0
4,1210,1,546,12,2.197802,0
2.04,1120,0,493,180,36.51116,1
3.08,940,0,493,115,23.32657,1
3.4,1350,1,5,4,80,1
3.75,1060,0,503,45,8.946322,1
2.71,820,1,210,17,8.095238,0
2.54,1100,0,118,41,34.74576,0
2.23,1190,0,107,12,11.21495,0
3.21,1070,0,261,50,19.15709,1
3.11,1130,0,505,92,18.21782,0
3.41,1060,0,496,50,10.08065,1
2.82,900,0,541,87,16.08133,1
2.77,1230,0,4,3,75,0
3.3,1290,0,151,20,13.24503,0
1.93,1010,0,437,88,20.1373,0
1.2,1010,0,82,21,25.60976,0
2.24,840,0,255,52,20.39216,0
3.46,1320,0,764,69,9.031414,0
1.88,1010,0,333,39,11.71171,1
3.48,1020,0,262,67,25.57252,1
2.6,1110,0,262,115,43.89313,0
2.85,1040,0,262,80,30.53435,1
1.58,1020,0,241,104,43.15353,1
2.88,1030,0,315,37,11.74603,1
2.31,1220,0,339,176,51.9174,0
2.43,1040,1,193,37,19.17098,1
2.06,1060,0,209,86,41.14833,0
3.63,1060,0,209,18,8.61244,1
2.2,990,0,209,110,52.63158,0
2.64,1050,0,193,50,25.90674,0
3.15,960,0,207,36,17.3913,1
2.23,980,0,207,85,41.0628,1
2.9,940,0,247,16,6.477733,1
1.21,980,0,280,77,27.5,0
1.76,1150,1,283,13,4.593639,1
2.43,1000,1,159,67,42.13836,1
2.48,1070,0,159,86,54.08805,1
3.46,1180,0,169,48,28.40237,0
2.46,910,0,10,5,50,1
2.83,1080,0,137,22,16.05839,0
3.52,1050,0,73,7,9.589041,1
1.73,640,1,219,63,28.76712,0
4,1240,0,100,33,33,0
2.08,1280,0,138,28,20.28986,0
2.23,820,0,124,47,37.90322,1
2.76,990,0,94,39,41.48936,0
2.29,1120,0,340,111,32.64706,0
3.25,1060,0,340,147,43.23529,0
2.07,1060,0,328,123,37.5,0
3,1150,0,340,63,18.52941,1
2.56,1340,0,270,72,26.66667,1
2.26,1070,0,270,99,36.66667,0
2.17,970,0,176,20,11.36364,1
2.7,1260,0,327,67,20.4893,0
3.11,1080,0,350,38,10.85714,1
2.41,1190,0,139,19,13.66906,0
2.69,1040,0,312,24,7.692307,1
2.2,800,1,831,220,26.47413,0
2.46,1040,0,417,158,37.88969,0
2.52,1150,0,547,214,39.12249,1
2.58,1080,0,85,1,1.176471,1
3.48,1290,0,160,2,1.25,0
2.24,980,0,328,145,44.20732,1
1.89,470,1,231,92,39.82684,0
2.29,1090,0,240,37,15.41667,1
2.91,990,0,317,66,20.82019,0
3.33,1040,0,160,49,30.625,0
3.14,1190,0,160,25,15.625,1
2.29,1100,0,183,42,22.95082,0
3.02,1100,0,143,36,25.17483,0
2.55,990,0,113,53,46.90266,0
3.37,1160,0,100,16,16,1
2.69,960,0,316,97,30.6962,0
2.88,930,0,367,41,11.17166,0
2.36,1050,0,155,84,54.19355,0
2.63,1040,0,191,79,41.36126,1
2.62,1000,0,250,73,29.2,0
2.55,1000,0,136,16,11.76471,0
2.57,1080,0,180,49,27.22222,0
2.4,1080,0,180,71,39.44444,1
3.22,1020,0,280,47,16.78572,0
2.29,1060,0,343,46,13.41108,0
2.25,970,0,221,77,34.84163,0
3.11,1030,0,213,140,65.7277,0
1.62,1080,0,286,38,13.28671,0
2.77,1010,0,214,17,7.943925,1
2.47,1030,0,213,127,59.62441,1
2.26,1140,0,219,81,36.9863,0
2.6,1170,0,222,9,4.054054,0
2.23,1040,0,243,38,15.63786,1
1.97,1080,0,497,136,27.36419,0
2.6,1100,0,529,238,44.99055,1
2.87,940,0,100,27,27,0
2.36,1020,0,99,35,35.35353,1
2.48,1080,0,100,24,24,0
2.3,1200,0,414,68,16.42512,0
2.33,1160,0,513,112,21.83236,0
2.94,1060,0,535,64,11.96262,1
3.23,970,0,486,86,17.69547,1
3.39,1050,0,240,34,14.16667,1
3.06,1130,0,467,198,42.39829,0
3.8,1440,0,430,11,2.55814,0
1.9,850,0,430,170,39.53489,0
2.8,980,0,413,71,17.19128,1
2.47,950,0,413,96,23.24455,0
2.93,1050,0,370,17,4.594594,1
1.83,1100,0,256,146,57.03125,0
2.47,1100,0,234,67,28.63248,0
2.15,1120,0,268,106,39.55224,1
2.02,1190,0,232,182,78.44827,0
2.53,920,0,268,90,33.58209,1
2.21,1040,0,258,102,39.53489,0
2.91,1110,1,448,105,23.4375,1
2.56,1110,0,399,74,18.54637,1
1.8,810,0,418,169,40.43062,0
2.06,1030,0,145,40,27.58621,0
2.35,1030,0,327,70,21.40673,1
2.2,1070,0,152,38,25,1
3.04,1280,0,167,41,24.5509,1
3.14,1180,0,192,11,5.729167,1
2.54,980,0,196,59,30.10204,1
2.68,1080,0,186,46,24.73118,1
4,1290,0,222,12,5.405406,0
2,1050,1,310,110,35.48387,0
2.87,1120,0,260,56,21.53846,1
3.66,1040,0,324,8,2.469136,1
1.6,1200,0,309,24,7.76699,0
3.97,1100,0,333,2,0.6006006,1
3.17,1140,0,242,52,21.4876,0
1.87,1040,0,223,78,34.97758,1
3.23,1110,0,308,84,27.27273,0
3.27,990,0,205,25,12.19512,1
2.5,1080,0,199,83,41.70854,0
3.94,1330,0,31,1,3.225806,0
2.6,1150,0,91,23,25.27472,0
2.38,1130,0,128,32,25,0
2.73,840,0,278,75,26.97842,1
2.81,1000,0,233,17,7.296137,1
3.15,970,0,241,45,18.6722,1
2.95,1060,0,267,67,25.09363,0
3.5,1180,0,292,16,5.479452,1
2.44,1080,0,254,81,31.88976,0
3.33,1210,0,389,40,10.28278,1
3.11,1060,0,411,99,24.08759,1
2.87,1120,0,369,192,52.03252,0
3.58,1130,0,411,96,23.35766,0
2.52,1110,0,220,56,25.45455,1
2.46,1020,0,379,125,32.98153,1
2.62,960,0,259,84,32.43243,1
2.82,990,0,224,109,48.66071,0
3.26,890,0,132,30,22.72727,1
2.65,960,0,210,84,40,0
2.76,1180,0,264,103,39.01515,0
3.14,970,0,257,33,12.84047,0
3.23,1020,0,257,29,11.28405,0
2.15,1060,0,236,80,33.8983,0
3,1130,0,377,45,11.93634,1
2.21,940,0,215,23,10.69767,1
3.31,990,0,425,38,8.941176,1
1.72,980,0,391,167,42.711,0
3.5,1110,0,348,57,16.37931,0
3.08,1040,0,322,14,4.347826,1
2,1020,0,219,76,34.7032,1
3.06,800,0,350,35,10,0
2.21,1060,0,506,113,22.33202,0
2.4,1030,0,301,40,13.28904,1
2.78,1070,0,227,17,7.488987,1
2.61,1090,0,58,8,13.7931,1
2.25,1200,0,222,39,17.56757,0
3.25,1130,0,282,67,23.75887,0
3.82,1230,0,340,91,26.76471,1
3.21,1280,0,320,10,3.125,1
2.23,1000,0,345,138,40,1
2.2,860,0,345,135,39.13044,1
2.66,1210,0,469,190,40.51173,0
2.8,960,0,484,214,44.21487,1
2.41,910,0,484,104,21.4876,1
2.52,990,0,225,51,22.66667,1
2.61,1080,0,375,115,30.66667,0
2.02,830,0,350,40,11.42857,1
2.17,910,0,367,80,21.79836,1
2.26,1040,0,186,46,24.73118,0
2.73,890,0,221,20,9.049774,1
2.72,1030,0,138,15,10.86957,1
2.91,1240,0,155,17,10.96774,0
3.26,1060,0,102,8,7.843137,1
2.76,860,0,44,22,50,1
2.69,900,0,423,76,17.9669,1
3.5,1270,0,208,8,3.846154,0
1.94,1010,0,10,3,30,1
3.61,1100,0,46,2,4.347826,1
1.79,1010,0,340,79,23.23529,1
2,910,0,533,38,7.129456,1
2.7,760,0,450,111,24.66667,1
2.62,900,0,297,71,23.90572,1
3.68,1170,0,347,28,8.069164,1
2.48,1050,0,105,38,36.19048,0
3.41,980,0,221,37,16.74208,0
2.51,1130,0,254,39,15.35433,0
3.64,1210,0,372,29,7.795699,0
3.52,1150,0,475,9,1.894737,1
3.15,1050,0,695,134,19.28057,0
3.16,1000,0,725,137,18.89655,1
2.58,1030,0,760,207,27.23684,0
2.06,950,0,695,405,58.27338,1
2.83,1240,0,15,2,13.33333,0
1.84,1030,0,700,192,27.42857,0
2.09,1110,0,335,188,56.1194,0
2.55,940,0,337,139,41.24629,1
2.88,1020,0,267,30,11.23596,0
2.31,970,0,120,12,10,1
3.07,960,0,125,6,4.8,1
2.97,1060,0,364,77,21.15385,1
2.79,980,0,389,38,9.768638,1
2.26,1070,1,491,127,25.86558,0
1.8,1040,0,376,63,16.75532,0
2.85,1000,0,260,100,38.46154,1
2.42,990,0,433,145,33.4873,1
2.62,1000,0,509,112,22.00393,0
3.68,1180,0,245,10,4.081633,1
2.02,1200,0,10,4,40,1
2.05,1080,0,366,74,20.21858,1
3.67,1150,0,88,4,4.545455,0
3.43,1110,0,463,159,34.34125,1
1.68,1120,0,847,331,39.0791,0
2.4,1090,0,384,219,57.03125,0
3.05,1310,0,164,4,2.439024,0
2.58,1080,0,89,12,13.48315,0
2.4,1090,0,740,51,6.891892,1
1.9,1020,0,740,153,20.67568,1
3.22,1080,0,219,16,7.305936,1
2.77,960,0,311,96,30.86817,0
2.38,860,0,10,6,60,1
2.81,1050,0,10,3,30,0
3.22,1060,0,417,68,16.30696,0
2.16,1190,0,122,36,29.5082,0
2.63,1000,0,248,93,37.5,0
2.54,1180,0,248,54,21.77419,0
1.95,1020,0,175,27,15.42857,0
2.29,1060,0,10,5,50,0
2.91,1000,0,385,89,23.11688,0
2.37,1010,0,239,73,30.54393,1
2.9,1160,0,298,81,27.18121,0
2.3,1300,0,408,92,22.54902,1
3.08,1010,0,86,10,11.62791,0
3.6,970,0,316,31,9.810126,1
4,1210,0,456,26,5.701755,0
3.37,1030,0,363,127,34.98623,1
3.33,1230,0,363,7,1.928375,0
2.73,980,0,185,13,7.027027,1
2.17,1110,0,266,75,28.19549,0
2.63,950,0,80,13,16.25,0
2.91,1180,0,49,8,16.32653,1
2.08,1040,0,5,3,60,0
3.92,1290,0,250,9,3.6,1
2.25,1010,0,161,64,39.75155,0
2.1,980,0,100,26,26,1
1.69,970,0,109,26,23.85321,1
3.41,1180,0,80,14,17.5,1
4,1340,0,350,4,1.142857,0
3.47,1170,0,430,47,10.93023,1
3.4,1230,0,325,9,2.769231,1
2.1,920,0,360,158,43.88889,0
2.96,1030,0,130,12,9.230769,1
2.99,920,0,130,11,8.461538,1
3.2,1140,0,273,15,5.494505,1
1.14,810,0,311,132,42.44373,0
1.2,1180,0,311,14,4.501608,0
1.8,1020,0,5,4,80,0
2.43,1010,0,403,105,26.05459,0
2.8,1090,0,334,88,26.34731,0
2.07,630,1,167,87,52.09581,0
3,870,0,300,12,4,1
2.79,760,0,154,2,1.298701,1
2,1050,0,309,27,8.737864,0
3.48,1020,0,363,26,7.162534,1
1.61,1030,0,331,158,47.73414,0
2.67,860,0,239,61,25.52301,1
3.47,970,0,239,10,4.184101,0
2.18,880,0,188,44,23.40425,0
3.87,1230,0,249,1,0.4016064,0
3,1090,0,239,38,15.89958,0
2.45,930,0,118,15,12.71186,0
2.6,1300,0,297,44,14.81481,0
3.28,1170,0,193,4,2.072539,0
1.75,1010,1,91,60,65.93407,0
2.39,1030,0,73,60,82.19178,0
3.5,1020,0,91,16,17.58242,1
2.6,910,0,91,74,81.31868,1
1.94,900,0,154,44,28.57143,0
2.07,1230,0,591,51,8.629441,0
2.84,950,0,608,35,5.756579,0
3.92,1220,0,436,5,1.146789,1
1.62,990,0,530,110,20.75472,0
2,1040,0,543,164,30.20258,1
1.74,990,0,50,46,92,0
2.2,940,0,373,17,4.557641,1
2.84,1120,0,443,14,3.160271,0
2.93,980,0,434,61,14.0553,0
3.57,1040,0,304,14,4.605263,1
2.57,1080,0,319,40,12.53918,1
3.18,1030,0,185,35,18.91892,0
1.66,830,0,243,28,11.52263,0
2.98,1080,0,193,26,13.4715,1
2.29,860,0,379,155,40.8971,1
2.07,1040,0,567,97,17.10758,0
2.64,690,0,129,9,6.976744,1
3.64,1160,0,362,5,1.381215,1
1.75,900,0,375,101,26.93333,0
2.91,1280,0,213,12,5.633803,0
1.13,740,1,232,63,27.15517,1
1.51,1010,0,212,45,21.22642,0
3,900,0,200,56,28,1
3.3,1210,0,189,5,2.645503,1
1.73,980,0,351,53,15.09972,0
2.6,850,0,505,69,13.66337,1
2.77,1020,0,505,70,13.86139,0
1.69,1010,0,510,154,30.19608,0
3.16,960,0,510,43,8.431373,0
2.93,930,0,505,75,14.85149,1
2.48,1130,0,492,66,13.41463,0
2.28,950,0,510,90,17.64706,1
2.75,1160,0,505,33,6.534654,1
3.2,830,0,444,96,21.62162,1
3.31,1160,0,510,55,10.78431,1
3.41,950,0,440,13,2.954545,0
2.37,980,1,260,86,33.07692,0
3.05,880,1,177,12,6.779661,0
3.3,1090,0,56,30,53.57143,0
3.07,940,0,10,3,30,0
2.45,1120,0,10,5,50,0
2.6,930,0,400,135,33.75,0
3.09,970,0,10,4,40,0
1.86,930,0,10,4,40,1
2.97,1170,0,10,2,20,1
3.38,1220,0,313,8,2.555911,0
3.82,1140,0,221,3,1.357466,1
1.68,880,0,455,89,19.56044,1
1.91,1130,0,159,51,32.07547,0
1.5,880,0,142,27,19.01408,1
3.05,1030,0,159,7,4.402516,1
2,1010,0,142,31,21.83099,0
3.52,1120,0,281,5,1.779359,0
2.78,810,0,238,12,5.042017,1
3.61,1160,0,278,4,1.438849,0
2.78,1110,0,260,63,24.23077,1
3.23,1370,0,262,13,4.961832,0
2.62,950,0,247,26,10.52632,1
3.03,960,1,265,42,15.84906,0
3.46,1310,0,168,6,3.571429,1
0.85,1030,0,273,59,21.61172,0
2.02,1160,0,389,36,9.254498,0
3.06,1180,0,246,44,17.88618,0
1.17,1080,0,404,63,15.59406,0
2.84,950,0,159,18,11.32076,0
3.28,1170,0,171,4,2.339181,0
2.59,790,0,402,64,15.9204,1
2.42,940,0,600,281,46.83333,0
1.92,1090,0,650,71,10.92308,0
3.39,1280,0,600,54,9,1
3.84,1270,0,600,1,0.1666667,0
2.54,1090,0,720,269,37.36111,1
3.97,1360,0,459,1,0.2178649,1
3.21,1320,0,459,17,3.703704,0
3.06,910,0,484,133,27.47934,0
2.07,880,0,170,31,18.23529,0
2.94,1110,0,126,9,7.142857,0
2.2,990,0,161,30,18.63354,0
4,1250,0,469,1,0.2132196,0
2.11,770,0,137,22,16.05839,0
2.88,890,0,183,22,12.02186,0
3,1220,0,172,15,8.72093,0
3.21,1220,0,225,5,2.222222,0
2.53,1130,0,663,276,41.62896,0
2.23,970,0,663,212,31.97587,0
3.07,1230,0,675,35,5.185185,1
2.33,1050,0,595,59,9.915966,1
3.85,1350,0,675,7,1.037037,0
2.22,870,0,675,259,38.37037,0
3.36,890,0,675,59,8.740741,1
3.8,970,0,74,2,2.702703,0
3.1,1220,0,422,95,22.51185,0
3.04,1040,0,482,27,5.60166,0
2.83,920,1,474,244,51.47679,0
2.69,940,0,10,3,30,1
2.78,1060,0,121,18,14.87603,1
1.4,720,0,114,31,27.19298,1
2.16,900,1,199,52,26.13065,0
4,980,0,72,2,2.777778,1
3.07,1000,0,72,6,8.333333,1
3.66,1270,0,210,7,3.333333,0
2.12,990,0,196,6,3.061224,0
2.42,1000,0,266,43,16.16541,0
2.21,1240,0,456,56,12.2807,0
2.02,500,1,475,145,30.52632,0
3.38,1300,0,265,4,1.509434,0
2.83,1360,0,241,35,14.52282,0
2.51,910,0,229,36,15.72052,1
2.36,930,0,139,7,5.035971,1
2.45,970,0,225,15,6.666667,0
2.8,960,0,235,32,13.61702,0
2.97,940,0,335,11,3.283582,1
1.7,830,0,192,67,34.89583,0
2.1,1120,0,233,23,9.871244,0
2.71,1130,0,195,4,2.051282,0
2.94,980,0,265,17,6.415094,0
1.05,790,0,276,68,24.63768,0
2.79,1030,0,326,26,7.97546,0
2.86,990,0,362,20,5.524862,1
2.94,880,0,326,19,5.828221,1
2.28,970,1,184,27,14.67391,0
1.73,960,1,170,27,15.88235,0
3.53,1230,0,481,48,9.97921,0
2.26,970,0,285,73,25.61403,1
2.89,930,0,316,57,18.03798,1
3,1110,0,348,102,29.31034,0
2.74,1100,0,361,99,27.42382,0
3.66,1310,0,609,19,3.119869,0
3.1,990,0,216,8,3.703704,1
2.97,950,0,302,1,0.3311258,0
2.95,1190,0,79,46,58.22785,1
2.55,1120,0,422,98,23.22275,1
3.46,1240,0,425,37,8.705882,0
4,1040,0,210,45,21.42857,0
1.6,880,0,208,107,51.44231,1
3.06,1060,1,657,141,21.46119,0
2.81,1010,0,656,266,40.54878,1
2.4,1090,0,315,38,12.06349,1
3.21,1220,0,312,3,0.9615384,1
4,1120,0,278,4,1.438849,0
3.26,1160,0,215,26,12.09302,0
3.13,950,0,479,49,10.22964,1
2.29,1140,0,233,107,45.92275,0
2.45,1010,0,124,50,40.32258,1
3.23,1140,0,145,51,35.17241,1
3.07,1140,1,348,32,9.195402,0
2.53,910,0,285,52,18.24561,0
3.44,1040,0,536,28,5.223881,1
3.05,1300,0,105,1,0.952381,1
3.17,1130,0,142,35,24.64789,1
2.67,1200,0,124,15,12.09677,0
3.82,1170,0,130,6,4.615385,0
4,910,0,426,156,36.61972,0
1.91,1010,1,239,43,17.99163,0
3.73,850,0,282,37,13.12057,0
3.14,1000,0,139,12,8.633094,1
2.73,970,0,316,173,54.74683,0
3.26,1200,0,319,91,28.52665,0
2.92,930,0,268,50,18.65672,1
3.05,1160,0,52,5,9.615385,1
2.8,870,0,214,7,3.271028,1
2.66,980,0,377,151,40.05305,0
3.47,1260,0,87,11,12.64368,0
3.52,910,0,431,8,1.856148,1
2.26,1010,0,197,18,9.137055,0
1.3,1020,0,135,60,44.44444,0
2.86,910,1,348,177,50.86207,0
3.12,1160,0,463,32,6.911447,0
2.62,860,0,196,35,17.85714,0
3.85,920,0,230,20,8.695652,0
1.26,960,0,109,52,47.70642,1
2.35,760,0,173,47,27.16763,1
2,1000,0,489,98,20.0409,0
3.12,820,1,94,43,45.74468,0
1.6,1000,0,296,64,21.62162,1
3.17,1300,0,246,80,32.52032,0
4,1140,0,249,1,0.4016064,0
2.97,1190,0,303,22,7.260726,1
2.91,710,0,169,16,9.467456,1
2.4,1080,0,288,81,28.125,0
3,1330,0,479,20,4.175365,0
3.46,1120,0,658,88,13.37386,1
2.82,920,0,618,123,19.90291,1
3.15,920,0,407,29,7.125307,1
2.61,1060,0,439,32,7.289294,1
2.04,940,1,179,49,27.3743,0
1,720,1,850,290,34.11765,0
2.94,1130,0,78,56,71.79487,0
3.94,1070,0,435,25,5.747127,0
1.92,1050,0,458,86,18.77729,1
3.07,970,0,190,37,19.47368,0
2.35,1130,0,609,82,13.4647,1
2.45,910,0,295,20,6.779661,1
2.2,1180,0,737,165,22.38806,1
2.02,670,1,315,231,73.33334,0
2,1180,0,164,25,15.2439,0
3.34,1310,0,193,1,0.5181347,0
2.98,1020,0,408,64,15.68627,1
3.64,1210,0,486,60,12.34568,0
3.23,1070,0,461,77,16.70282,1
3.47,1020,1,468,75,16.02564,1
2.72,880,0,435,96,22.06897,1
3.78,1140,0,90,4,4.444445,1
2.02,920,0,386,91,23.57513,1
3.29,1100,0,211,13,6.161138,0
2.5,1040,1,292,85,29.10959,0
2.47,1150,0,501,73,14.57086,0
1.94,940,0,467,100,21.41328,1
2,870,0,39,28,71.79487,1
2.9,1110,0,491,71,14.46029,1
1.97,1070,0,609,71,11.65846,1
3.46,1050,0,165,35,21.21212,0
3.39,1140,0,124,16,12.90323,1
2.45,1250,0,246,62,25.20325,0
2,890,0,150,104,69.33334,1
3.36,990,0,145,13,8.965517,0
2.92,1100,0,186,37,19.89247,0
3.93,1070,0,219,17,7.762557,0
2.55,990,0,152,58,38.15789,1
2.82,1210,0,258,24,9.302325,0
3,1150,0,249,36,14.45783,0
3.61,1060,0,233,12,5.150215,1
2.71,1090,0,309,92,29.77346,0
2.01,1030,1,384,129,33.59375,0
2.75,1090,0,693,195,28.13853,0
2.6,990,0,156,26,16.66667,0
2.52,1020,0,562,230,40.92527,1
2.34,1100,0,276,98,35.50725,0
1.92,1110,0,519,233,44.89403,0
1.85,1040,0,554,202,36.46209,1
3.41,1120,0,338,54,15.97633,0
1.44,890,0,10,9,90,1
2.07,900,0,169,24,14.20118,1
3.13,1110,0,501,93,18.56287,1
2.98,740,0,154,40,25.97403,0
2.56,1010,0,336,116,34.52381,0
2.15,1090,0,333,155,46.54655,0
3.53,950,0,333,28,8.408408,1
2.04,1080,0,79,42,53.16456,1
2.18,1070,0,862,419,48.60789,0
2.82,1200,0,73,24,32.87671,0
2.34,1090,0,360,170,47.22222,1
3,910,0,323,122,37.7709,1
2.96,1020,0,438,191,43.60731,1
2.22,1030,0,350,136,38.85714,1
2.49,880,1,370,165,44.59459,0
2.68,1080,0,240,54,22.5,0
2.68,890,0,373,146,39.14209,1
2.88,1060,0,373,73,19.57104,1
3.9,1190,0,389,1,0.2570694,1
2.83,880,0,373,130,34.85255,1
3.37,990,0,373,65,17.42627,0
1.94,1040,0,373,192,51.47453,0
2.83,920,0,506,140,27.66798,1
2.57,1070,0,469,177,37.73987,0
2.81,1100,0,640,189,29.53125,0
3.57,1200,0,641,36,5.616225,0
3.32,1180,0,649,49,7.550077,0
3.05,1020,0,190,32,16.84211,1
2.97,1110,1,609,17,2.791461,0
3.04,1040,0,165,13,7.878788,0
3.84,1190,0,114,3,2.631579,0
2.25,1010,0,321,102,31.7757,0
3.85,1250,0,141,5,3.546099,1
3.44,1200,0,112,14,12.5,0
2.63,1100,0,511,61,11.93738,1
2.66,990,0,278,75,26.97842,1
2.36,1060,0,316,106,33.5443,1
3.56,1050,0,278,67,24.10072,1
3.18,910,0,278,28,10.07194,0
3.08,950,0,316,65,20.56962,0
1.95,1040,0,246,107,43.49593,1
2.76,1100,0,489,113,23.10839,1
2.68,930,0,373,111,29.75871,0
2.81,1000,0,335,105,31.34328,1
3.46,920,0,152,21,13.81579,0
2.21,1120,0,96,52,54.16667,0
2.14,1190,0,264,33,12.5,0
2.71,1200,0,119,54,45.37815,1
2.35,1010,1,771,129,16.73152,0
2.79,1190,0,203,20,9.852217,0
2.67,930,0,184,57,30.97826,0
1.86,1220,0,221,150,67.87331,0
2.35,1000,0,10,1,10,1
1,810,0,226,26,11.50443,0
3.23,1210,0,226,5,2.212389,0
3.09,920,0,209,26,12.44019,1
2.12,670,0,152,6,3.947368,1
3.47,960,0,152,9,5.921052,1
2.57,820,0,166,26,15.66265,1
2.6,910,0,158,31,19.62025,0
2.59,720,0,152,14,9.210526,1
2.22,900,0,158,7,4.43038,1
2.84,1040,0,152,21,13.81579,0
3.02,740,0,152,9,5.921052,1
2.58,1220,0,152,1,0.6578947,1
2.35,850,0,166,34,20.48193,0
2.73,710,0,166,20,12.04819,0
3.76,1430,0,166,1,0.6024097,0
2.66,880,0,20,9,45,1
4,1130,0,29,2,6.896552,1
2.42,1000,1,20,11,55,0
2.92,1010,0,290,19,6.551724,0
2.77,1390,0,290,2,0.6896552,0
3.05,1020,0,322,68,21.11801,0
2.71,880,0,290,45,15.51724,0
1.92,1030,0,215,33,15.34884,0
2.32,1000,0,270,40,14.81481,0
3.37,880,0,215,41,19.06977,0
3.81,1170,0,275,3,1.090909,0
3.92,1280,0,290,4,1.37931,1
2.54,820,0,290,20,6.896552,1
3.61,1190,0,290,7,2.413793,1
2.05,790,1,235,90,38.29787,0
2.93,1070,0,275,61,22.18182,0
3.11,1110,0,215,75,34.88372,0
2.98,980,0,575,65,11.30435,1
3.62,1270,0,215,23,10.69767,0
2.67,1090,0,275,19,6.909091,0
1.87,990,0,290,40,13.7931,0
2.13,1000,0,262,35,13.35878,0
2.58,1060,0,262,30,11.45038,1
3.41,1090,0,253,24,9.486166,1
2.5,1080,0,236,42,17.79661,0
3.43,920,0,253,23,9.090909,1
3.94,1430,0,224,2,0.8928571,0
3.63,1320,0,236,1,0.4237288,1
2.06,1040,0,253,31,12.25296,1
2.82,950,0,236,80,33.8983,1
2.69,970,0,222,34,15.31532,0
3.03,1090,0,236,27,11.44068,1
3.65,980,0,222,9,4.054054,1
3,1080,0,253,28,11.06719,1
2.74,860,0,14,6,42.85714,1
2.64,910,0,26,5,19.23077,1
3.18,1010,0,26,7,26.92308,0
1.59,1010,0,280,107,38.21429,0
2.73,1120,0,280,5,1.785714,0
3.11,950,0,280,17,6.071429,1
3.67,780,0,280,36,12.85714,1
3.37,1130,0,280,16,5.714286,1
2.2,940,0,340,53,15.58823,1
3.18,1020,0,280,20,7.142857,1
2.75,1020,0,280,36,12.85714,1
3.36,890,0,280,18,6.428571,1
1.92,1070,0,340,108,31.76471,0
2.57,850,0,280,52,18.57143,0
3.64,1330,0,280,10,3.571429,0
2.75,890,0,280,87,31.07143,1
3.16,1080,0,340,9,2.647059,0
2.62,950,0,280,74,26.42857,1
3.88,1230,0,280,1,0.3571429,1
2.65,870,0,340,152,44.70588,0
2.52,1290,0,280,62,22.14286,0
2.45,1120,0,280,14,5,0
3.02,1220,0,280,6,2.142857,1
2.32,790,0,280,44,15.71429,1
4,1200,0,280,1,0.3571429,1
1.55,890,0,340,88,25.88235,1
3.23,1060,0,340,23,6.764706,0
3.04,1080,0,280,18,6.428571,1
3.16,1050,0,280,41,14.64286,0
2.28,850,0,280,61,21.78572,1
1.95,740,1,280,149,53.21429,0
2.14,920,0,280,31,11.07143,1
1.13,1120,0,340,56,16.47059,0
3,1050,0,340,20,5.882353,1
2.77,1360,0,340,27,7.941176,0
1.93,1230,0,280,17,6.071429,1
2.56,890,0,280,44,15.71429,1
1.96,940,0,280,50,17.85714,1
2.42,1020,0,280,95,33.92857,0
2,980,0,340,109,32.05882,0
2.12,1050,0,340,43,12.64706,0
2.5,1000,0,340,28,8.235294,1
2.66,940,0,280,26,9.285714,0
2.6,1110,0,340,25,7.352941,1
2.18,1080,0,280,46,16.42857,0
1.85,850,0,280,95,33.92857,1
1.84,920,0,280,84,30,0
3.32,970,0,280,25,8.928572,1
2.82,1030,0,280,28,10,0
2.12,820,0,280,65,23.21428,1
1,800,0,340,71,20.88235,0
2.89,910,0,280,71,25.35714,1
2.81,1040,0,340,30,8.823529,1
1.68,960,0,168,5,2.976191,1
2.05,960,0,157,9,5.732484,1
2.64,1110,0,28,16,57.14286,0
2.73,1190,0,295,23,7.79661,1
3.06,1090,0,251,33,13.14741,1
2.38,780,1,274,118,43.06569,0
3,1110,0,295,9,3.050848,0
2.21,980,0,274,13,4.744525,1
2.36,840,0,295,19,6.440678,1
1.31,930,0,251,22,8.76494,1
2.27,840,1,212,75,35.37736,0
